Sr No,Date dd/mm/yyyy,Startup Name,Industry Vertical,SubVertical,City  Location,Investors Name,InvestmentnType,Amount in USD,Remarks
68,10/07/2019,"""BYJU\\'S""",EdTech,Education,Bengaluru,Qatar Investment Authority,Private Equity Round,"15,00,00,000",
69,11/07/2019,Moglix,E-Commerce,Industrial Tools and Equipments,Singapore,"Composite Capital Management, Sequoia Capital India, Tiger Global Management",Series D,"6,00,00,000",
70,10/07/2019,Ezyhaul,Tech,Logistics,Singapore,Undisclosed,Series B,"1,60,00,000",
71,10/07/2019,Indus OS,Tech,Smartphone Operating System,Andheri,Ventureast,Series B,"57,50,000",
72,10/07/2019,HealthAssure,Health Care,Primary care medical network,Mumbai,Blume Ventures,Series A,"25,00,000",
73,09/07/2019,House of Msasaba,Luxury Label,Clothes and Apparel,Mumbai,Binny Bansal,Series A,"10,00,000",
74,08/07/2019,Board Infinity,EdTech,Full-stack career platform,Chembur,Multiple Angel Investors,Angel Round,"3,19,605",
75,05/06/2019,NoBroker,E-Commerce,Real Estate,Bengaluru,General Atlantic,Series C,"5,10,00,000",
76,04/06/2019,Bira91,Food and Beverage,Brewery,New Delhi,Anicut Capital,Debt Funding,"1,00,00,000",
77,03/06/2019,FabHotels,E-Commerce,Hospitality,Gurgaon,"Goldman Sachs, Accel Partners and Qualcomm",,"48,89,975.54",
78,03/06/2019,Avail Finance,Finance,FinTech,Bengaluru,Matrix Partners,Series A,"90,00,000",
79,04/06/2019,BharatPe,Finance,FinTech,New Delhi,Insight Partners,Series B,"7,50,00,000",
80,04/06/2019,Recykal,Waste Management Service,Optimization,Hyderabad,"Triton Investment Advisors, Pidilite Industries director Ajay Parekh",pre-Series A,"2,60,00,000",
81,03/06/2019,Agara Labs,Deep-Tech,Artificial Intelligence,Bengaluru,Blume Ventures and RTP Global,pre-Series A,"25,00,000",
82,06/06/2019,Sistema.bio,Agriculture,Hybrid Reactor Biodigestor,Nairobi,"Shell Foundation, DILA CAPITAL, Engie RDE Fund, EcoEnterprise Fund, EDFIMC (ElectriFI), Endeavor Catalyst Fund, CoCapital, Triodos, Alpha Mundi, and Lendahand",,"27,39,034.68",
83,06/06/2019,Chakr Innovation,Energy,Renewable Energy,New Delhi,IAN Fund,Series A,"2,60,00,000",
84,06/06/2019,Pratilipi,Digital Media,E-Books,Bengaluru,Qiming Venture Partners,Series B,"1,51,09,500.00",
85,10/06/2019,Bolo App,Digital Media,Video Platform,Bengaluru,Nexus Venture Partners,Seed Funding,"4,30,200",
86,10/06/2019,OkCredit,FinTech,Financial Services,Haryana,Tiger Global Management,Series A,"1,55,00,000",
87,06/06/2019,Biz2Credit,FinTech,Online Lending Platform,New York,WestBridge Capital,Series B,"5,20,00,000",
88,08/06/2019,Vogo Automotive Pvt. Ltd.,Transportation,Dockless Scooter Rental Company,Karnataka,Alteria Capital,Debt Funding,"35,84,000",
89,04/06/2019,Leegality,Services,Digital Documentation,Mumbai/Bengaluru,Mumbai Angels,Series A,"34,00,000",
90,06/05/2019,Ola Electric,Transport,Cabs,Bengaluru,Tata Sons,Series A,undisclosed,
91,06/05/2019,Saahas Zero Waste,Waste Management Service,Optimization,Bengaluru,C4D Partners,Venture - Series Unknown,"8,68,600",
92,05/05/2019,StyleDotMe,E-commerce,Fashion and Shopping,Delhi,"Indian Angel Network and other angel investors, Innov8 founder Ritesh Malik, Josh Talks founders Supriya Paul and Shobha Banga, and former Hero Corporate president Rohit Chanana",Bridge Round,undisclosed,
93,01/05/2019,BlackBuck,Transport,Logistics,Bengaluru,"Goldman Sachs Investment Partners and Silicon Valley-based Accel, Wellington, Sequoia Capital, B Capital, LightStreet, Sands Capital and International Finance Corporation,",Series D,"15,00,00,000",
94,02/05/2019,Zenoti,Saas,Beauty and Wellness Industry,Hyderabad,Tiger Global Management,Series C,"5,00,00,000",
95,28/05/2019,Ather Energy,Automobile,Electric Vehicle,Bengaluru,Sachin Bansal,Series C,"5,10,00,000",
96,28/05/2019,FreshVnF,Agtech,Fresh Agriculture Produces,Mumbai,Equanimity Ventures,Seed Round,"14,00,00,000",
97,30/05/2019,GlowRoad,E-commerce,Retail,Bengaluru,"Korea Investment Partners, Vertex Ventures",Series B,"1,15,00,000",
98,31/05/2019,Bira91,Food and Beverage,Brewery,New Delhi,Sixth Sense Ventures,Series B,"56,00,000",
99,16/04/2019,Kuvera,Finance,Wealth Management,Bengaluru,Eight Roads,Series A,"4,50,00,000",
100,12/04/2019,Medlife,E-commerce,Online Medicine,Bengaluru,Prasid Uno Family Trust,Private Equity,"1,70,00,000",
101,10/04/2019,Kabadiwala,E-commerce,Waste Management,Bhopal,"Unilever, Beehive Capital Advisor, ABCOM Investments, Parekh Marine Transport,",Private Equity,"4,30,665",
102,13/04/2019,Tripoto,Social Media,Travel,New Delhi,"Orchid India, Hornbill Orchid India Fund, Chiratae Ventures (formerly IDG Ventures), 3one4 Capital, Lasmer NV",Series B,"35,91,375",
103,12/04/2019,Azah,Health and Wellness,Organic wellness,Gurugram,Unnamed angel investors,Seed Funding,"2,00,000",
104,11/04/2019,Setu,Fintech,Banking,Bengaluru,Lightspeed India Partners,Seed Funding,"35,00,000",
105,10/04/2019,Toppr,Edtech,E-learning,Mumbai,Milestone,Debt and Preference capital,"63,20,820",
106,10/04/2019,Craftsvilla,E-commerce,Fashion and Apparel,Mumbai,Supera Pte Ltd,Inhouse Funding,"24,43,495",
107,10/04/2019,Unacademy,Edtech,E-learning,Bengaluru,Kalyan Krishnamurthy,Seed/ Angel Funding,"3,07,000",
108,11/04/2019,CleverTap,SaaS,Mobile analytics and marketing,Mumbai,"Sequoia India, Tiger Global Management, Accel Partners",Series B,"2,60,00,000",
109,19/04/2019,My Healthcare,E-commerce,Software Solutions,Bengaluru and Gurugram,Sixth Sense Ventures,Series A,"30,00,000",
110,19/04/2019,KrazyBee,E-commerce,Lending Platform,Bengaluru,"BAC Acquisitions, Unifi AIF, BRD Securities, Northern R Capital",Debt,"14,342,000+",
111,17/04/2019,Shuttl,Transportation,Bus Aggregation,Gurugram,New Atlantic Ventures,Venture Round,"50,00,000",
112,17/04/2019,Increff,Technology,Supply-chain technology solutions,Bengaluru,"021 Capita, Binny Bansal",Series A,"30,00,000",
113,01/02/2019,FleetX,AI,Logistics,Gurgaon,India Quotient and LetsVenture\\xe2\\x80\\x99s Angel Fund,Pre Series A,Undisclosed,
114,08/02/2019,Zilingo,Ecommerce,Fashion & Apparel,India/Singapore,"Sequoia Capital and Temasek Holdings, EDBI, Burda Principal Investments, and Sofina",Series D,"22,60,00,000",
115,13/02/2019,NanoClean Global,Nanotechnology,Anti-Pollution,New Delhi,"LetsVenture, PitchRight Venture, 91SpringBoard, AL Nour International Holdings and Mark V Investments",Series A,"6,00,000",
116,14/02/2018,OyoRooms,Hospitality,Budget Rooms,Gurgaon,DiDi Chuxing,Equity,"10,00,00,000",
117,03/01/2019,CarDekho,Automobile,Online Marketplace,Jaipur,"Sequoia India, Hillhouse Capital, Alphabet\\xe2\\x80\\x99s growth investment arm Capital G and Axis Bank",Series C,"11,00,00,000",
118,04/01/2019,Vyome Therapeutics Inc.,Health and Wellness,Specialty pharmaceutical,India/US,"Iron Pillar, Perceptive Advisors, Romulus Capital and Kalaari Capital",Series D,"2,20,00,000",
119,04/01/2019,Samunnati Financial Intermediation & Services Pvt. Ltd,Finance,Non-banking financial company,Chennai,"MASSIF, a Dutch government fund",Debt-Funding,"50,00,000",
120,04/12/2018,Manch,Social Media,Hyperlocal Content,Delhi,Stellaris Venture Partners,Seed Funding,"7,00,000",
121,01/12/2018,UrbanClap Technologies Pvt. Ltd,Services Platform,Home services marketplace,New Delhi,Steadview Capital and Vy Capital.,Series D,"5,00,00,000",
122,02/12/2018,Guiddoo,Travel Tech,Platform for travel agents,Mumbai,Individual Investors,Pre-Series A,"8,00,000",
123,02/12/2018,Career Anna,Online Education,"Video-based certification, trainings",Gurugram,Individual Investors,Pre-Series A,"5,72,000",
124,04/12/2018,Nagpur Wholesale,Online Marketplace,eCommerce,Nagpur,Omphalos Ventures India LLP,Seed Funding,"1,43,000",
125,06/12/2018,ShopKirana,B2B,eCommerce,Indore,"Info Edge, AET Fund, Akatsuki and Incubate Fund from Japan and Better Capital AngelList syndicate.",Seed Funding,"20,00,000",
126,06/12/2018,BuildSupply,"SaaS, Ecommerce","Real Estate, ERP",Gurugram,"Venture Highway, GREE Ventures, Space Matrix, Individual Investors",Series A,"35,00,000",
127,01/11/2018,GoDesi,Food and Beverage,Regional Flavours,Bengaluru,Lead Angels Network,Seed/ Angel Funding,"1,38,995",
128,03/11/2018,Veritas Finance Ltd.,NBFC,MSME Finance,Chennai,"Norwest Venture Partners, CDC Group, the UK\\xe2\\x80\\x99s Development Finance Institution and P Surendra Pai",Series D,"2,77,99,000",
129,06/11/2018,Meesho,Ecommerce,Social Commerce,Bengaluru,"Shunwei Capital, DST Partners and RPS Ventures",Series C,"5,00,00,000",
130,08/11/2018,Mobile Premier League,Gaming,Mobile e-Sports,Bengaluru,Undisclosed,Series A,"5,00,000",
131,08/11/2018,A&R Bon Vivants,Food,Meat Retail Chain,Jaipur,"RB Investments, Singapore",Equity,"10,00,000",
132,12/11/2018,Blackbuck,Food Tech,POS For Online Ordering,"New York, Bengaluru",Tiger Global,Series A,"10,00,000",
133,12/11/2018,MilkBAsket,Food,Micro-delivery grocery service,New Delhi,Mayfield Fund,Series B,"13,00,000",
134,13/11/2018,DriveU,Transport,On-Demand Drivers,Bengaluru,Stevens Creek Ventures,Mezzanine,"10,00,000",
135,14/11/2018,CleanseCar,Services,Car Wash,Bengaluru,Venture Catalysts,Seed/ Angel Funding,"5,00,000",
136,19/11/2018,Automation Anywhere,Automation,Robotics,California,SoftBank Vision Fund,Series B,"30,00,00,000",
137,20/11/2018,HealthifyMe,Health and Wellness,Wellness Coach,Bengaluru,"Sistema Asia Fund, VC Samsung NEXT, Chiratae Ventures, Inventus Capital, Blume Ventures and Innoven Capital.",Series B (Extension),"60,00,000",
138,21/11/2018,Genius Corner,Education,Personalized Learning,Noida,Individual investors,Seed Funding,"2,78,000",
139,22/11/2018,Aavishkaar-Intellecap Group,Investment,SME Funding,Mumbai,Teachers Insurance and Annuity Association (TIAA),Equity Based Funding,"3,10,00,000",
140,22/11/2018,Skillbox,Social Network,Art,Gurugram,Individual investors,Seed Funding,Undisclosed,
141,23/11/2018,Signzy,Financial Tech,Digital Onboarding Solution,Mumbai/Bengaluru,"Stellaris Venture Partners and Kalaari Capital, Rajan Anandan from Google, Dilip Khandwelwal from SAP Labs India, and Amrish Rau from PayU India",Series A,"34,00,000",
142,24/11/2018,Engineer.ai,Software,AI Platform,India/US,"Lakestar and Jungle Ventures, Softbank\\xe2\\x80\\x99s DeepCore.",Series A,"2,95,00,000",
143,25/11/2018,InCred Finance,Finance,SME Lending,India,"Paragon Partners, Individual Investors",Private Equity,"4,20,00,000",
144,25/11/2018,Roposo,Social Media,Video Sharing,Delhi,Bertelsmann India Investments,Series B,"17,00,000",
145,01/10/2018,Northmist,Fashion,Mens Wear,Delhi,Prashant Jaiswal,Seed/ Angel Funding,,
146,02/10/2018,Origo Commodities India Pvt. Ltd,Logistics,Supply Chain,Hyderabad,"Cooperative Oikocredit, Caspian and Hivos-Triodos Fund",Seed/ Angel Funding,"1,10,00,000",
147,04/10/2018,Grover Zampa,Food,Wine,Mumbai,Ravi Viswanathan,Private Equity,"82,00,000",
148,05/10/2018,Droom,Automobile,New and Used Cars Platform,Gurgaon,ZigExN,Series E,"30,00,000",
149,11/10/2018,Innov8,Real Estate,Co-Working,New Delhi,Credence Family Office,Pre-Series A,"40,00,000",
150,12/10/2018,Blackbuck,Logistics Tech,Largest Trucking Platform,Bengaluru,Sequoia Capital India,Private Funding,"1,46,80,000",
151,12/10/2018,LetsTransport,Logistics Tech,Book Trucks Online,Bengaluru,Fosun International,Series C,"1,20,00,000",
152,01/09/2018,Netmeds,Consumer Internet,Online Pharmacy Chain,Chennai,"Sistema Asia Fund, Sistema JSFC and Tanncam Investment",Private Equity,"3,50,00,000",
153,03/09/2018,Udaan,B2B Platform,Logistics and Shipping,Bengaluru,DST Global and Lightspeed Venture Partners\\xe2\\x80\\x99 global fund.,Private Equity,"22,50,00,000",
154,03/09/2018,Daily hunt,Consumer Internet,News and ebooks Mobile App\\xc2\\xa0,Bengaluru,Falcon Edge,Private Equity,"63,90,000",
155,04/09/2018,3HCare,Healthcare,Healthcare Service Provider,Delhi,,Seed / Angel Funding,"10,00,000",
156,04/09/2018,HappyGoEasy,Consumer Internet,Online Travel Agecy,Gurugram,"Korea Investment Partners (KIP), Samsung and China-based CITIC Capital and others",Private Equity,,
157,05/09/2018,Nykaa,Consumer Internet,Online Marketplace For Multi-brand Beauty Cosmetic and Wellness Products,Mumbai,Lighthouse,Private Equity,"15,72,00,000",
158,05/09/2018,Mad Street Den,Technology,Computer Vision And Artificial Intelligence (Ai) Platform,Chennai,KDDI\\xc2\\xa0,Private Equity,,
159,06/09/2018,Dream11,Consumer Internet,Online Gaming Platform,Mumbai,"Tencent, Kalaari Capital and Private equity firm Multiples Alternate Asset Management",Private Equity,"10,00,00,000",
160,10/09/2018,MamaEarth,Healthcare,Online Marketplace For Mother and Babycare Products,Gurugram,Stellaris Ventures & Others,Private Equity,"40,00,000",
161,11/09/2018,AutoGrid,Technology,AI-Based Energy Optimisation and Control Provider,Bengaluru,"CLP Holdings Group, Innogy, \\xc3\\x98rstead, and Tenaska",Private Equity,"3,20,00,000",
162,11/09/2018,Pharmeasy,Consumer Internet,Online Marketplace For Pharmaceutical Products,Mumbai,InnoVen Capital,Debt Funding,"55,00,000",
163,11/09/2018,Upwards,Fin-Tech,Online Micro Lending Marketplace,Mumbai,"Shunwei Capital,Quotient, Mayfield & Others",Private Equity,"50,00,000",
164,12/09/2018,Kissht,Fin-Tech,Online lending Platform,Mumbai,"Vertex Ventures Southeast Asia (SEA) and India and Sistema Asia Fund, Fosun RZ Capital, Ventureast, and Endiya Partners.\\n\\n",Private Equity,"3,00,00,000",
165,01/08/2018,dishq,Food-Tech,Personalisation Technology Firm Focusing On The Food And Beverage Industry,Bengaluru,"Farm To Fork, Arts Alliance, The Syndicate Fund, Sven Hensen, Zeroth and Artesian Venture Partners",Seed/ Angel Funding,"4,00,000",
166,01/08/2018,HealthFin,Finance,Patient Financing Platform,Pune,"Axilor, Sprout Venture Partners and others",Seed/ Angel Funding,,
167,02/08/2018,Samosa Labs,Consumer Internet,Social Media and Chat Entertainment Platform,Hyderabad,Xiaomi and Sequoia Capital India,Private Equity,"70,00,000",
168,03/08/2018,ZiffyHomes,Consumer Internet,Online Home Rental Marketplace,Gurugram,Y Combinator,Private Equity,"1,20,000",
169,07/08/2018,My OmNamo,Consumer Internet,Holy Platform Offering Customised Puja Packages To Individuals and Corporates,Mumbai,,Seed/ Angel Funding,"10,00,000",
170,07/08/2018,ShopX,Consumer Internet,Assisted E-commerce Platform,Bengaluru,Fung Strategic Holdings,Private Equity,"3,50,00,000",
171,07/08/2018,MakeMyTrip,Consumer Internet,Online Travel Aggregator,Gurugram,MakeMyTrip Limited,Private Equity,"1,00,00,000",
172,08/08/2018,Hansel io,Consumer Internet,Real-time Mobile App Management,Bengaluru,Vertex Ventures,Seed/ Angel Funding,"40,00,000",
173,08/08/2018,Metro Bikes,Consumer Internet,Online Bike Rental Marketplace,Bengaluru,"Sequoia Capital India Advisors, Accel Partners and G Raghunandan",Private Equity,"1,22,00,000",
174,08/08/2018,Phone Pe,Consumer Internet,UPI Payments App,Bengaluru,Flipkart,Private Equity,"6,60,00,000",
175,09/08/2018,quizizz,Ed-Tech,e-learning Platform,Bengaluru,"Nexus Venture Partners, Prime Venture Partners and Others",Seed/ Angel Funding,"30,00,000",
176,09/08/2018,Happy EMI,Fin-Tech,Consumer Financing Platform,Bengaluru,AJ Ventures and Jain International Trade Organisation (JITO),Seed/ Angel Funding,"10,00,000",
177,13/08/2018,Inthree,Consumer Internet,Rural E-commerce Platform,Chennai,"Ventureast, Orios Venture Partners and the IAN Fund",Seed/ Angel Funding,"40,00,000",
178,13/08/2018,Observe AI,Technology,AI Based Solutions Platform,Bengaluru,"Nexus Venture Partners, MGV, Liquid 2 Ventures, Hack VC, Emergent Ventures and Y Combinator",Private Equity,"80,00,000",
179,16/08/2018,Enakshi,Consumer Internet,AI Based Solutions Platform,Ahemadabad,,Seed/ Angel Funding,"1,14,811",
180,17/08/2018,EazyDiner,Consumer Internet,Online Restaurant Table Reservation Platform,Gurugram,Denlow Investment Trust and Beenext,Private Equity,"58,50,000",
181,20/08/2018,Finzy,Finance,Online Loan Matchmaking Platform,Bengaluru,,Seed / Angel Funding,"10,00,000",
182,20/08/2018,RawPressery,Consumer Internet,Online Organic Juice Delivery Service,Mumbai,Alteria Capital,Debt Funding,"48,00,000",
183,22/08/2018,Pi Ventures,Technology,Applied Artificial Intelligence and IoT focused\\xc2\\xa0Platform,Bengaluru,CDC Group plc\\xc2\\xa0,Private Equity,"60,00,000",
184,22/08/2018,Revv,Consumer Internet,Online Indian Car Rental Platform,Gurugram,"Hyundai, Edelweiss and Beenext, Dream Incubator, Sunjay Kapoor and Telama Investment",Private Equity,"1,42,70,000",
185,26/08/2018,ZestMoney,Consumer Internet,Online Lending Platform,Bengaluru,"Xiaomi,PayU, Ribbit Capital and Omidyar Network",Private Equity,"1,34,00,000",
186,26/08/2018,Shubh Loans,Fin-Tech,\\xc2\\xa0Customer Sourcing Platform\\xc2\\xa0,Bengaluru,"Saama Capital, SRI Capital, Beenext, and Pravega Ventures",Private Equity,"42,00,000",
187,27/08/2018,MyUpchar,Healthcare,Local Language Health Content App,Delhi,"Nexus Venture Partners, Omidyar Network and Shunwei Capital",Private Equity,"50,00,000",
188,28/08/2018,Narvar,IT,Post-Purchase Customer Engagement Platform\\xc2\\xa0,Bengaluru,Accel (formerly known as Accel Partners),Private Equity,"30,00,000",
189,30/08/2018,True North,Finance,Private Equity Firm,Mumbai,,Private Equity,"60,00,00,000",
190,01/07/2018,Leena AI,Technology,HR Virtual Agent For Employees,Gurugram,Y Combinator,Seed/ Angel Funding,,
191,02/07/2018,Biryani By Kilo,Consumer Internet,Online Food Delivery,Gurugram,Ajay Relan and Vinay Mittal,Seed/ Angel Funding,"10,00,000",
192,04/07/2018,Anchanto,IT,E-commerce Fulfilment Platform,Pune,MDI Ventures & Telkom Indonesia,Private Equity,"40,00,000",
193,05/072018,Loan Tap,Consumer Internet,Online Lending Platform For Salaried Professionals,Mumbai,"Shunwei Capital, Tuscan Ventures, Ashish Goenka, VC firms India Quotient and Kae Capital",Private Equity,"62,50,000",
194,06/07/2018,PolicyBazaar,Consumer Internet,Online Insurance Selling Platform,Gurugram,Info Edge (India) Ltd and Temasek,Private Equity,"2,77,00,000",
